Nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,label
0.6428571428571428,0.4111111111111111,0.475,0.2590663471593201,0.7902668315256756,0.500430963933006,0.7991508513192069,18
0.6071428571428571,0.5888888888888889,0.45000000000000007,0.3006489489234323,0.770632850772957,0.6414139173040272,0.9028910894606574,18
0.5285714285714286,0.3333333333333333,0.4375,0.5210287723335818,0.7687514436037337,0.6262131930914472,0.9737795056866625,18
0.6714285714285714,0.5333333333333333,0.4375,0.23096235625927142,0.8006646625084191,0.29378017717410976,0.9698877630129892,18
0.6357142857142857,0.5444444444444444,0.41250000000000003,0.4288170854924831,0.808143680462121,0.5484767108047506,0.919469839259053,18
0.4857142857142857,0.5888888888888889,0.41250000000000003,0.36850523910902,0.8022877900557605,0.45650300524518284,0.8790713278249082,18
0.6642857142857143,0.5666666666666667,0.3875,0.4054326806437165,0.7908982497215867,0.6272546050639065,0.7219221202746773,18
0.6714285714285714,0.5,0.4,0.48250276763229194,0.7746481443629094,0.6176819182752491,0.8282411284894409,18
0.42857142857142855,0.47777777777777775,0.42500000000000004,0.4179029111281667,0.7704066801900776,0.642521183104197,0.9222693332972765,18
0.65,0.3333333333333333,0.42500000000000004,0.395112791688226,0.7717823034149283,0.6236994352485146,0.8136956925039935,18
0.5499999999999999,0.36666666666666664,0.3875,0.3050741928652547,0.7691473446915107,0.3557750611600565,0.8937043910682898,18
0.6357142857142857,0.4444444444444444,0.3875,0.27985479469309216,0.7724423810842008,0.4844887281970913,0.7228848851798115,18
0.5428571428571428,0.3888888888888889,0.475,0.4587685895284739,0.8032666059104807,0.12293600213298173,0.9235725660368166,18
0.47857142857142854,0.6,0.45000000000000007,0.30892168233129125,0.7782643089414143,0.3712402669256951,0.8447255096641778,18
0.5928571428571429,0.39999999999999997,0.475,0.2671330218565998,0.7981485476264769,0.43483958909620624,0.9311093258833085,18
0.7,0.4666666666666667,0.4,0.38063568445794416,0.7824499450014114,0.7303033956632994,0.8915311797025751,18
0.42857142857142855,0.48888888888888893,0.48750000000000004,0.25421200249181897,0.8193719188689319,0.43241914812920856,0.9616080932050142,18
0.6,0.5111111111111111,0.375,0.3254436015541675,0.7744185024001528,0.3793213417138259,0.7774738017705843,18
0.6571428571428571,0.3333333333333333,0.4375,0.3197361865136783,0.7707684974088922,0.46207155625970175,0.7866982730663848,18
0.6071428571428571,0.35555555555555557,0.42500000000000004,0.42937527922005225,0.798830511040522,0.46384878522639594,0.8942323037706361,18
0.6285714285714286,0.5444444444444444,0.48750000000000004,0.4857509372477655,0.8121967659912075,0.40727646638588744,0.9312167206414379,18
0.6785714285714286,0.5555555555555556,0.4625,0.5352321588713551,0.7919623117613115,0.35491281450158496,0.7572168033739238,18
0.44285714285714284,0.4111111111111111,0.3875,0.34784107328665836,0.7910186310584174,0.48120459678428684,0.9993834375074071,18
0.45714285714285713,0.4444444444444444,0.475,0.48081974965145124,0.8080644357584175,0.24536877008247915,0.8296110370709932,18
0.5928571428571429,0.6111111111111112,0.3875,0.47929075879093275,0.7685966439518721,0.6060805485128928,0.7899636381618557,18
0.65,0.3333333333333333,0.41250000000000003,0.4466225782122992,0.7730384454026569,0.40329198192740146,0.7149331329123001,18
0.5428571428571428,0.48888888888888893,0.4625,0.4494935124960182,0.819160656158316,0.1588192512944533,0.7729991483264079,18
0.5285714285714286,0.37777777777777777,0.41250000000000003,0.3693063964700336,0.8204716650326481,0.8374198913608941,0.9308371341671042,18
0.5642857142857143,0.4222222222222222,0.42500000000000004,0.29578543124538914,0.7751818939246212,0.6479169288460198,0.8336084955029895,18
0.42857142857142855,0.34444444444444444,0.475,0.3781803287740777,0.8026362864754764,0.17985179666326623,0.8733666607278256,18
0.5428571428571428,0.6111111111111112,0.42500000000000004,0.22011620521385622,0.7709607889666517,0.5697893358991422,0.8238415485104292,18
0.6642857142857143,0.5666666666666667,0.4625,0.39806888058479784,0.7928680409428528,0.7322213543754719,0.7648592588604811,18
